"title","date","click","text","text_number","topic","year","month","yyyy","mm"
"초등학교 저학년 학습지 뭐 이용하시나요??","2022-01-18 12:19:00.000","203","저희 어릴 때는 눈x이나 웅x 구x 많이 했었는데
요즘 아이들은 어떤 학습지 이용하는지 궁금하네요~?
초등학교 저학년이라 조금 다양한 경험을 시켜주고 싶어요~","1559184","초등 밀크티","2022","01","2022","01"
"일학년 수학문제집 추천해주세요","2022-02-27 21:41:00.000","325","엄마표로 집에서 풀어볼까 하는데요
초등학교 1학년 이에요
무슨 문제집이 좋을까요?","4276504","초등 밀크티","2022","02","2022","02"
"유아 밀크티 하시는분?","2022-06-30 20:04:00.000","191","ㅎ 밀크티 할려는데
혹시 하시고 계신분 계신가요?","5908042","초등 밀크티","2022","06","2022","06"
"초등1학년. 연산 어떻게 해주시나요?","2022-05-25 21:22:00.000","1957","6살쯤부터 집에서 엄마표 호비학습지하고
이후 소마셈. 기적 . 기탄 등등 연산 책을 하는데요
아직 10을 잘 넘기지 못해요.
많이 생각하고 풀어요 ㅠ
기적도 1단계를 두권 사서풀고...
학습지 선생님을 해야할까요????
연산은 스스로 해면된다고 생각했는데....
전혀.. 향상되지 않아요 ...
초딩1학년. 요즘 10안에서 뎃셈.뺄셈 배우더라구요..
댓이나. 채팅 좋아요. 외동인데... 정보가 없어요
좀 알려주세요. ^^;;
참.. 패드는 크게 흥미없어서 그닥 노출하지 않았는데요...
웅진.와이즈등등 패드 도움으로 연산 효과보셨나요 ???
광고 채팅 사절입니다.","5859346","초등 밀크티","2022","05","2022","05"
"초등5학년 학습지.","2022-03-30 12:39:00.000","582","초등3학년 1학기까지 웅진 북크럽 해서 만족은 했었어요. 현재 5학년 되었는데 지금 영어학원 하나만 다니고 있어 수학을 학원을 보낼지, 패드로 할지 고민 되더라구요.
사회,과학,역사 들으면 좋겠다 싶기도하구요.
밀크티,홈런,와이즈캠프,엘리하이
종류가 너무 많아 고민되더라구요.
체험을 종류별로 다해보기도 그렇고,
해보신것중 추천 해주실만한 학습지 계신가요?
패드를 해도 수학은 따로 학원 보내는게 좋을까요?","903602","초등 밀크티","2022","03","2022","03"
"⚘밀크* 수업 하시는분 계실까요?","2022-02-28 21:56:00.000","266","예비초등 밀크* 체험 수업을 좀 해보고 싶은데..
혹 지금 수업 하고 계시는 맘님들 계심 정보 좀 부탁드려요~
앞전에 스마트ㅇ, 와이즈ㅋㅍ 체험해봤는데 밀크*도 많이들 하시는거 같아서요~","5736700","초등 밀크티","2022","02","2022","02"
"5세아이 윙크 어떤가요?","2022-03-31 20:38:00.000","615","5세 아이인데 집에서 태블릿으로 유투브를 너무 많이 봐서 윙크를 해보려고 해요.. 그건 학습지도 있고 태블릿으로 영상도 보면서 학습할수 있다고 해서요.. 저희 아이처럼 유투브 많이 보던아이 윙크 해보신분 어떤가요? 유투브 보는 시간이 많이 줄었나요? 잘 적응해서 하나요?
윙크 체험신청 하려는데 추천인같은거 적어야 하나요??","5595286","초등 밀크티","2022","03","2022","03"
"초등 사교육 뭐시키세요?","2022-01-27 09:45:00.000","1124","3월에 입학하는 예비 초등이예요..현재는 독서논술이랑 학습지만 하고 있어요..3월달부터 영어, 태권도, 독서논술, 탭으로하는 학습지 이렇게 시키려는데..몇개안하는데도 금액이 65만원이내요..ㅜ태권도랑 탭학습지는 매일하는거고, 영어는 일주일에 4일, 독서논술은 하루만 하는거라..아이가 하는 양은 많지 않은거 같은데..다들 이정도 시키시는거 맞죠?..탭으로하는 학습지가 학교 교과과정이랑 연계되어 있어서 예습복습도 된다해서 하려는건데..혹시 초1도 집에오면 숙제같은거 있나요?아이가 힘들어하면 탭학습지는 뺄까하는데..주변에 초등생이 없어서 영 감이 안오내요..다들 뭐뭐 시키고 사교육비는 얼마정도 드시는지요?..","5512085","초등 밀크티","2022","01","2022","01"
"요즘 6,7세 아이 학습지든 학원이든 다 시키나요?~사교육머하시나요?","2022-05-29 14:12:00.000","964","안녕하세요~그냥 다른 집들은 이럴때 어쩌나 궁금해서 물어보아요ㅠ 저희는 연년생 한살터울 두딸 키우는 외벌이 집이구요..요즘 정말 부쩍 교육비 아니더라도
왜캐 생활비 남편 벌이로 씀씀이 디게 더 신경 쓰이네요..더구나 사실 남편이
집 이사 문제가 있다보니 요즘 돈 돈 그래요.
저는 애 교육비만큼은 안 건들이고 우리 생활 해야지 않겠냐 이래저래 트러블 의견 충돌이 있기도해요. 요새 복잡하네요.. 이러다 돈땜에 애 학원도 잠시 쉬게 할까 걱정이네요..
ㅜㅜ
아직까진 애들 사교육이라곤 학원두애들 태권도학원 주5일 보내는 것 과 눈높이 학습지 한글 수학 시키는 정도이긴해요. 그외 다른 학습지나 학원 보내는 것은 없는데, 신랑이 집 이사하게 될시 어차피 옮기게되니 당분간 애들 학원 좀 쉬게 하자말자 그러는데..전 애들이 막상 꾸준히 일년넘게 다니구 배운 것 안하고 안놀게함 아쉽지않냐 그래도어떻게든 시키자 주위인 저하고 참 이래저래..ㅜㅜㅜ
혹시 주위에 카페 맘님들 아가들6,7세들 아무것도 전혀 아애 안시키고 그냥 어린이집이나 유치원만 다니는 애들있나요?..학원도 학습지도 아무것도 사교육안시키는 분들 아가들 위해 엄마표 놀이나 수업학습 잘해주시는건가요..?
엄마 능력 역부족이라 그릇이 못되어 전문가 도움을 받아야하나 싶은 생각도 드는데요ᆢ 진짜 제 현실 받아들이기 힘든가봐요.. 교육비 문제와 집문제는 그저 답답하고 속 타네요ㅋㅋㅋ그저 웃픕니다ㅜㅜ","4340775","초등 밀크티","2022","05","2022","05"
"초5 수준 평가 문제집 추천 부탁드립니다~","2022-06-29 15:19:00.000","131","아래에 장문의 글을 횡설수설 써서 그런지 답변이 거의 없어서요.
간단한 새 질문 다시 올려봅니다.ㅜ
초등학교 5학년 아이의
현재 학습 수준을 파악할 수 있는 문제집이 있을까요?
가능하면 전과목 통합이면 좋겠는데
그렇지 않다해도, 수준만 파악할 수 있을 정도의 평가집이었으면 좋겠습니다.
ps. 5학년 2학기 들어서기 전에 꼭 평가해봐야할 과목이
국어, 영어, 수학 이정도면 될까요?
과학, 사회쪽도 한번씩 훑어보는게 좋을까요?
그 외에 더 짚고 넘어가야 할 과목이 있을까요?
마구마구 답변 부탁드려요~~~~^^","5906207","초등 밀크티","2022","06","2022","06"
"수학공부 다시 기초부터하려는데","2022-06-28 11:37:00.000","285","초3꺼 수학부터 기초를 다시 다지려고해요. 인강보면서 복습시키고싶은데 추천해주실만한 교재나 인강 잇을까요
밀크티 무료신청햇는데 금액이랑 안에 내용은 어떤걸까요
아시는분😀","5904380","초등 밀크티","2022","06","2022","06"
"[쟈뎅] 우리집 초등 홈카페는 '뽀로로의 티타임 핫초코'와 함께해요!","2022-01-07 10:14:00.000","34","정말이지 코앞으로 다가온 겨울방학이라 삼시세끼에 간식까지 바짝 긴장하고 있어요.
코로나 시국이라 외출도 외식도 쉽지 않으니 더 더욱 집밥에 신경써야겠더라구요.
그리고 더불어 든든하게 쟁여둬야 할 것중에 하나가 간식인데 추운 겨울이니만큼 핫초코로 준비해봤어요.
쟈뎅에서 출시된 <뽀로로의 티타임 핫초코>는 간식을 준비할 때 음료로도 좋고, 홈카페에도 활용이 가능하니 겨울 필수템이네요.
쟈뎅은 엄마아빠도 밀크티, 과일티로 애정하고 있는 브랜드라 조만간 쟈뎅 홈카페도 열어볼까 싶어요.
<뽀로로의 티타임 핫초코>는 아이들이 즐기는만큼 칼슘과 철분과 아연에 이어 비타민 8종이 첨가되어 있다고 합니다.
안에는 10개의 스틱형 제품이 들어있는데 30g의 중량으로 130kcal로 구성되어 있답니다.
즐기는 방법은 핫초코 스틱 1개를 개봉하여 85-90°c의 물 100ml를 컵에 부어 저어주면 되니 아주 간단하죠.
그러나 저희직은 아이가 마실 핫초코이니 물대신 우유를 베이스로 타주고 있답니다.
원재료와 영양정보도 잘 표기되어 있으니 한 눈에 확인하기도 쉬워요.
유통기한도 내년 5월로 아주 넉넉해 쟁여두고 마시기에도 좋네요.
따끈하게 데운 우유 100ml에 핫초코를 타 보았는데 생각보다 많이 달지도 않고 목넘김도 부드러워서 좋더라구요.
느껴지는 알갱이나 이물감 없이 적당한 달달함으로 아이뿐만 아니라 엄마가 맛있게 즐겨 보았어요.
겨울방학동안 우리집 초등 홈카페는 쟈뎅의 <뽀로로의 티타임 핫초코>와 함께합니다.","1555563","초등 밀크티","2022","01","2022","01"
"중학수학인강 스스로 학습방법","2022-01-04 12:25:00.000","736","중학수학인강 스스로 학습방법 키워주세요
초등학교 때는 곧 잘 따라하던
학교수업을 중학교에 올라가서
부터는 다소 어려움에 공부하고자
하는 의지를 잃은 학생들이 있을
것 입니다. 이 때 학생은
흥미를 잃은 공부에 대한 압박감
그리고 학부모의 경우에는 걱정이
앞설 것 입니다. 이럴 때 어떻게
하는 것이 좋을까요?
무작정 공부하는 것 보다는
스스로 공부에 대한 근본적인
흥미를 찾게 해주는 것이 중요하기에
중학수학인강으로 천천히
접근해 보는 것이 좋겠습니다.
학생으로서 공부를 해야 하는 이유와
또 그것으로 받아들이고
어렵지 않게 스스로 숙제를 풀어나가는
것이 추후 점점 어려워지는 과목들에
있어서 기초부터 탄탄하게 놓치지
않고 학습을 쌓아갈 수 있을텐데요,
이러한 학습법으로 중학수학인강
밀크티중학이 주목되고 있습니다.
밀크티중학 열풍의 이유를 살펴보자면
우선 전학년 , 전과목, 전강좌가
무제한으로 수강이 가능하다는
것인데요. 단계별로 나뉘어 있는
모든 과목들을 틈틈히 공부할 수
있도록 해두어 시간이나 장소제약
없이 강의를 언제든지 반복 또 반복
할 수 있습니다.
그 중 중학수학인강은
기초부터 내신에 집중할 수 있는
코스 그리고 시험대비에 있어서
자주 출제되는 문제만으로 이루어져
시험직전 실전 모의고사처럼
여러 문제를 접할 수 있으며
문제풀이가 다소 어려운 문제의
경우 선생님께 문의하여
답변을 얻을 수 있는 시스템을
가지고 있습니다.
스스로 학습을 하다보니
내가 어떤 실력을 가지고
있고 어떠한 위치에서 학습을
해야하는지 입문시 어려움을
겪을 수 밖에 없는데요,
수학이 어렵게 느껴지는 학생부터
어느정도 실력을 채운 학생까지
즐겁게 문제풀이 임할 수 있도록
개인맞춤형 수준별 수학을
안내해 드리고 있습니다.
등록시 관리 선생님이 1:1로
학습관리를 도와드리기 때문에
체계적인 시스템 아래
강의를 듣고 스스로 공부하는데
도움을 받을 수 있습니다.
또 중학수학인강 밀크T만의 포인트로
볼 수 있는 것은 AI 시스템
활용 인데요 이 시스템은
시험기출 문제 풀이 몇문제 만으로
천재교육에서 운영하는 수학
빅데이터를 기반으로 하여 현재
나의 전국기준 석차를 확인해 볼 수 있습니다.
내가 어느정도 수준에 있는지에
대해서 정확한 판단으로
수학 문제풀이에 있어서 더욱 세세한
계획을 할 수 있는데요.
목표를 세워 공부할 수 있고
경쟁시스템 이기에 성적을 올리고자
하는 동기부여를 받을 수 있습니다.
중학교 수학은 중간부터 시작할 수 없는
단계라고 볼 수 있는데요, 기초부터
제대로 다져지지 않으면 중학 수학은 물론
고등학교 진학시 수학을 포기하는 일로
이어질 수 있기 때문에 흥미를 잃지 않고
꾸준히 기초를 다지고 실력을 키워 나가야
할 필요가 있습니다. 이 때 학습에
대한 압박감 보다는 중학수학인강 밀크티를
통하여 스스로 학습하는 방법과 동시에
수학이라는 과목에 집중 할 수 있도록 하는
것에 대해 추천 합니다.
밀크T중학 - 천재교육·천재교과서가 만든 밀크티중학
밀크T중학 - 천재교육·천재교과서가 만든 밀크티중학
m.mid.milkt.co.kr","1554404","초등 밀크티","2022","01","2022","01"
"밀크티","2022-04-26 22:25:00.000","195","홈페이지에서 밀크티 체험 신청할때는 따로 추천인입력란이 없어서 체험 신청해뒀는데…
검색해보니 추천인 있으면 혜택이 다른거 같아서요~
밀크티초등 하시는 맘중에 추천인 정보 알려주실분 있으신가요?","4319584","초등 밀크티","2022","04","2022","04"
"초2영어단어 하루 암기량이요 ㅎㅎ","2022-05-25 20:41:00.000","911","초2 아이들 영어단어 하루에
얼마나 외우게끔 하시나요?
저희는 사이트워드 위주로
외우다 밀크티로 3학년 영어
예습해주면서 수준별 영어랑
초등영어 교과서 영단어 문제집이랑
병행해주면서 하루에 15개 정도
외우게끔 하고 있는데 다른 분들은
어떠신지 궁금하네요 ㅎㅎ","931039","초등 밀크티","2022","05","2022","05"
"기타과목 잘 되어 있는 초등 학습지","2022-05-13 12:35:00.000","583","국영수말고 다른 과목들도 공부시켜봐주고 싶은데 학원은 조금 어려울 것 같아서 집에서 학습지로 시켜봐줄까 해요.
근데 국영수를 젤 또 어려워하긴 하는데..
하고 계신 학습지 중에서 괜찮으신 거 추천부탁드려요","5842178","초등 밀크티","2022","05","2022","05"
"초1인데요","2022-03-31 10:52:00.000","563","윙크, 홈런,밀크티
어떤걸 많이하나요??
지금 방과후컴터,미술학원,태권도 다니고 있는데요..
국어.수학.영어 학원 보낼려고 했는데 싫다고 해서 집에서 저거라도 가르칠려구요..
무료체험만 여러가지 해보고 맞는거 계약하면 되나요?","5594542","초등 밀크티","2022","03","2022","03"
"6세 아들 아직 글씨모르는데","2022-03-30 00:38:00.000","1591","유치원 사진 보면 애들이 글을 다 쓰는거 같더라구요?
저도 나름 책도 열심히 읽혀주고 있고, 한글떼는건 7세에 하면 되겠지란 생각으로
패드학습 하고 있지만 부담 안줄려고 억지로 안시키고 있는데
그래서 아이는 공부가 즐겁다고 하거든요. 근데 다른 아이들은 말도 유창하게 잘하고
글도 쓸 줄알고 우리 아이는 좀 늦게 말이 트였던지라 6세인 지금도 그리 유창하게는 잘 못해요
그래서 그런지 애가 자신감도 떨어지는거 같고 매번 뭘 하자할때마다 못해요를 반복하는데
그래도 밝은 아이인지라 나도 계속 비교하지 않고 아이만 생각할려고 하는데도
한번씩 잘 안되네요 내가 너무 책육아를 늦게 시작했나 싶기도 하고
아이 말 느린것도 다 내탓같고 오늘 격리 해제 되었는데 다시 유치원 보내자니
걱정도 되네요 6세반 선생님도 우리 아이를 아기마냥 대해주고 친구랑 다툼이 있었다는데
친구는 벌써 상황설명 다 끝냈고 경수만 억울하다고 울기부터 했다고 아기아기해요~
이러는데 무슨...말씀을 하고 싶으셨던건지..
격리 7일동안 전화 한번 안오셨네요 아이들 케어하느라 그런다 하겠지만
5세반 선생님은 애가 아파서 하루도 안나오면 문자가 아닌 전화로 바로바로 해주셨는데
이번엔 선생님은 문자로 저랑 주고 받네요..
친구가 상황설명 다 했다고 아들이 운다고 마냥 안아주는건 아닌거 같은데
그냥 아들이 잘 못따라가는거 같아서 고민이 많네요","5592899","초등 밀크티","2022","03","2022","03"
"웅진스마트올키즈, 아이스크림홈런,밀크티아이,빨간펜아이캔두 뭐가좋을까요?","2022-02-26 11:48:00.000","2699","올해7세된아이구요.
현재는 웅진스마트쿠키 하고있구요.
한지는 1년반 다되어가는것같아요.
근데 7세되니 쿠키는 좀 유아틱한거같아서
다른거알아보니 윗단계인 스마트키즈가있더라구요.
비슷한거 아이스크림홈런, 밀크티 ,아이캔두잇
등등 뭐가좋을까요?
아이가 하기에~~~
다들 매일매일 교육한다는거는 같던데
맘님들 정보부탁해요
광고하시는분들은 자제부탁해요ㅜㅡㅜ","5733208","초등 밀크티","2022","02","2022","02"
"밀크티?밀크티아이?","2022-02-25 09:47:00.000","405","밀크티랑 밀크티아이는 다른건가요?
6세9세 애들 학습지알아보고 있는데
밀크티수업 어떤지 궁금하네요
하고계신맘들 정보좀주세요~~~","5731440","초등 밀크티","2022","02","2022","02"
"밀크# 중학 하시는 맘님들~~혹시 초등 강의도 같이 볼 수 있나요?","2022-02-24 21:28:00.000","179","엠**트랑 엘**이는 초등 중등 같이 볼 수 있던데..
밀크티는 초등과 중등이 기계가 다른가요?
초등하다가 중등 가시는 분들은 다시 구매를 하시는 건가요?
강의 열어주는거?만 다른건가요?
중등 큰아이꺼 알아보고 있는데 초등 동생들도 같이 볼 수 있으면 좋을거 같아서용...","4274350","초등 밀크티","2022","02","2022","02"
"밀크*,엘리하* 체험신청 할때요..","2022-02-16 11:06:00.000","278","밀크티.엘리하이 체험신청해보려고하는데
두개동시에 신청해서 비교해보는게 좋을까요?
하나끝내고 다른거 신청해보는게 도움이될까요?
그리고 추천인등록하면 선물주는거는
체험신청하고 정회원가입해야 받는혜택인가요?
두개 체험해보신분 후기부탁드려요~~
광고는 정중히 사절할게요;;;;","4267575","초등 밀크티","2022","02","2022","02"
"중등인강추천 겨울방학 위해","2022-01-04 12:18:00.000","494","중등인강추천 겨울방학 위해
이제 곧 겨울방학이 시작이 되면서 긴
방학을 어떻게 보내게 해야 하는지에
대해서 많은 생각을 하게 되실 거예요.
방학이 되더라도 규칙적인 생활을 하면서
학습을 꾸준하게 이어가야 다음 학년에
시작되는 시점에서 학교생활을 자신감
있게 시작을 할 수가 있게 되니까요.
지난 학년의 공부에서 부족했던 부분을
보충하면서 다음 학년을 준비하는 아주
중요한 시기이기도 해요.
특히 예비중학생을 둔 학부모님은 더욱
신경이 쓰이실 거라고 생각을 해요.
처음 접하는 많은 과목의 공부를 미리
접하면서 적응을 할 수 있도록 도움을
주기 위해서 중등인강추천 밀크티를
많이 시작하고 계실 텐데요.
중등인강추천 밀크티 중학은 천재교육에서 만들어낸
중등인강학습기로 각 학교의 교과서 내용으로
공부할 수 있게 되어있어요.
그래서 학교공부를 미리 예습하기에도
학교에서 수업을 듣고 난 뒤에 복습을
하기에도 안성맞춤인 학습이 되어질 수가
있게 돼요.
특히 예비중학생들의 경우 중학교 공부를
미리 맛볼 수 있으므로 더욱 알찬
겨울 방학을 보낼 수가 있어요.
갑자기 어렵게 느껴질 수 있을 과목들을
미리 배우고 들어가게 되니까
좀 더 편하게 공부를 할 수 있게 되는 거죠.
거기에 자신이 배울 교과서로 공부를
할 수 있으니 더욱 효과적일 수밖에 없는 거죠.
한자는 중학생들이 필수로 공부를 해야 하는
과목이에요.
밀크티 중학에서는 3분 쿡쿡한자를 통해서 재미있게
한문을 공부할 수 있도록 하고 있어요.
짧은 시간이지만 학습을 한 뒤에 배운 한자어로 게임을
하면서 익히게 돼요. 얼마나 외워졌는지를 재미있게
확인을 할 수 있으므로 겨울 방학을 이용하여
준비하게 되면 학교에서 공부를 할 때에
좀 더 여유롭게 준비를 할 수 있게 되는 거예요.
중등인강추천 하는 이유가 있더라구요.
초등학교 때와는 달리 중학교에 입학을 하게 되면
성적을 관리해야 해요. 물론 자유학기제이기 때문에
1학년 때는 따로 시험을 보지는 않지만 그렇다고
해서 공부하는 데 있어서 어설프게 한다면 기초가
되어있지 않아서 시험을 보는 2학년에 되면
성적관리에 어려움이 있을 수 있어요.
그래서 중학교 1학년 때부터 차근차근 성적을
관리하기 위해서 학습을 하는 습관을 길들여야
어렵지 않게 관리를 할 수가 있게 되는 거예요.
과목별로 공부의 노하우가 담겨 있는 밀크티 중학을
통해서 알차고 확실하게 준비를 하는 겨울방학을
보낼 수 있도록 도움을 드릴 수 있어요.
중등인강추천 7일간의 무료 체험을 제공하고 있기 때문에
학습기 내용을 충분하게 둘러 보신 후에
자신에게 맞는 학습인지를 확인하고
시작을 하실 수가 있어요.
어떤 학습이든 자신에게 맞는 학습인지를
체크하는 것이 정말 중요한 부분이거든요.
자기 주도 학습이 기본이 되는 학습계획을
세우고 시작하는 밀크티 중학으로
꾸준한 학습 습관을 만들어 보세요.
중등인강추천 드려요!","1554403","초등 밀크티","2022","01","2022","01"
"중학교내신점수 스스로 학습으로!","2022-01-04 12:10:00.000","690","중학교내신점수 스스로 학습으로!
초등학교 때는 친구들 사이에서
크게 성적차이를 볼 수 없었어요.
하지만 본격적으로 중학교를 올라가게
되면서 어떻게 공부 했냐에 따라 학습 집중력과
중학교내신점수 성적은 큰 차이가 나게 되는데요,
무엇보다 중요한 것은 아시다시피 기초였어요.
기초를 다지지 못하면 한 학년 올라갈수록
단순 암기가 아닌 주요과목들은 접근하기가
힘들거든요.
그렇기에 알아서 잘 하겠거니
라는 생각으로 지켜만 보시던 부모님도
학기 중반부터는 불안하실 수도 있어요.
특히 첫아이가 중학교에 입학하게 되면
어떻게 중학교내신점수 올려야 할지에
대해서 고민하게 되실텐데요.
그래서 제가 오늘은 스스로 공부하는
법에서 익힐 수 있는 방법으로
중학교내신점수 다지기 밀크티중학
알려드리고자 해요.
밀크티중학은 중학교내신점수
다지는 것은 물론 기초, 입문부터 심화학습까지
단계가 나뉘어 있어 개인에게 맞는
학습단계를 선택하여 공부 할 수
있다는 장점을 가지고 있어요.
스스로 학습을 하고 어려운 부분에 있어서는
질문할 수 있는 시스템이 구성되어 있으며,
중학교내신점수 준비와 기타 시험 준비까지
도움을 줄 수 있는데요.
반복된 학습이 중요한 만큼 부족한 부분은
그냥 지나치지 않고 반복함으로써
학습과정에 있어서 중요한 것과
어려워하는 것들을 놓치지 않고
공부할 수 있어요.
입문하는 친구들의 경우 내가 중학교내신점수 어떠한
수준에 있는지에 대해서 잘 모르기도 하고
학습과정 계획을 세우는 데 있어서
어려움을 겪기도 하기에 인강을 듣는 것에
대해서 부정적으로 생각 할 수 있지만
밀크티중학은 1:1관리선생님이 지정되기에
관리선생님의 도움으로 수준에 맞춘
학습 계획을 세워드리고 있어 충분한
중학교내신점수 도움을 받을 수 있습니다.
계획에 따라 움직이다 보면 스스로 학습하는
방법에 대해 요령이 생길 수 있는데요,
강의 진도를 나가는 뿐만 아니라 다양한
기출문제와 수학의 경우 AI 시스템으로
내가 전국에서 어떤 위치에 있는지
%로서 석차확인이 가능하기 때문에
목표세우기에 적합하다 볼 수 있어요.
영어의 경우 3초보카를 활용하여
많은 단어암기를 돕고 있고 다양한 컨텐츠로
시험과 중학교내신점수 관리를
돕고 있는데요, 암기과목이나 기타
과목 또한 빈칸체크와 요점정리로
한 번더 반복하여 지난 강의를 잊지 않고
기억할 수 있도록 반복학습에
집중하고 있습니다.
학부모님들도 아시다시피
어렸을 때는 공부를 돕는 것이 크게
어렵지 않았는데요, 학년이 올라가면서
점점 과목의 수준이 올라가고
그에 따라 학원이나 과외쪽으로
학습을 진행하고자 하는 분들이 많으실겁니다.
이 부분에 대해서 이해하지 못하는 것은 아니나
꾸준한 공부를 위해서는 스스로 터득해야
하는 것이 가장중요하기 때문에 선생님
역할과 자기주도 학습을 동시에 경험할
수 있는 밀크티중학 추천 드린다고
말씀드릴 수 있겠네요~!
밀크T중학 - 천재교육·천재교과서가 만든 밀크티중학
밀크T중학 - 천재교육·천재교과서가 만든 밀크티중학
m.mid.milkt.co.kr","1554402","초등 밀크티","2022","01","2022","01"
"7세 학습지 추천해주세요","2022-01-26 13:15:00.000","313","올해로 7살된 남자아이에요
내년엔 초등학교에 입학하게되니 학습지 공부를
조금씩 시켜보고싶은데.. 구*, 재*피자 등등 인터넷으로
알아보는데 한계가 있어 글 남겨요
텝을 이용한 학습도 하고는 있는데..
지면학습으로 선생님 방문 원해요.
아무래도 제가 아이를 가르치기엔..아이와의 관계(?)만
안좋아지는것 같아서 ㅠ.ㅠ
선생님방문학습지 해보신분들 정보 부탁드려요..
선생님을 잘 만나야한다는 글들 많이 봤는데..
학익동입니다.. 학습지와 쌤 추천도 부탁드려요~","5511123","초등 밀크티","2022","01","2022","01"
"초2 밀크티나 홈런 어떤게좋은가여?아님다른거추천","2022-01-25 12:37:00.000","416","초2남아인데요,
공부방가기싫다고 해서
학습지 선생님 오는게 좋을것같기도하고
요즘
밀크티나 홈런 많이 해서
그런게 좋을지 고민이네요
하시는분들은 추천해주세요❤️","5509731","초등 밀크티","2022","01","2022","01"
"중등인강 선생님 관리 잘 되는거 추천부탁드려요","2022-05-24 08:30:00.000","376","중1 .. 수학학원 그만뒀어요 ..집에서 하겠다는데 …
한달째 놀고 있어요 ㅠㅠ
한달 지켜보니 자기주도는 어려울것 같고
학습지나 학습기 선생님 관리가 잘 되는걸로 하면 좋겠어요 종류가 너무 많아서 … 고르기가 어렵네요
학습지랑 학습기 중 어느게 나을까요
학습지는 눈높이 구몬 생각중이고
학습기는 수박씨나 밀크티 생각중이예요","930161","초등 밀크티","2022","05","2022","05"
"4학년 아이 스케쥴(학원비) 어떤가요?","2022-05-18 17:51:00.000","653","현재 방과후 주2회씩(컴퓨터,음악줄넘기)
영어 주3회, 수학 주5회, 피아노 주3회, 미술 주2회, 눈높이(센터)한국사 주1회하고 있어요
월: 방과후(컴), 수학, 미술, 피아노
화: 방과후(줄), 영어, 수학
수:눈높이(한국사), 수학, 미술, 피아노
목: 방과후(줄), 영어, 수학
금:방과후(컴), 영어, 수학, 피아노
책 읽을 시간이 너무 부족해서
리드인(독서학원)을 주2회 추가하려고 하니
미술이나 피아노를 조정해야하는데
아이는 미술은 오히려 더 다니고 싶다고 하네요ㅠ
리드인 넣고 피아노주2회, 미술주1회 해도 괜찮겠죠?
피아노,미술 전부 1학년때부터 해왔던거라
그만두기가 좀 애매하고 아까워요
그리고 현재 방과후 제외하고 학원비는 80만원 다가요
다들 어느정도 지출하시는지도 궁금해요~~","927674","초등 밀크티","2022","05","2022","05"
"패드학습기기 체험중인데","2022-03-29 20:40:00.000","415","요즘 많이들하는 분위기길래 저도 한번 해봤어요
요며칠 고민인게
너무 콘텐츠가많아서 정신이없고
아이가 이거 몇일했다고 그동안 해오던 문제집은 아예 쳐다보려고하지도않고
패드의 문제도 읽어주는거 딱 누르고풀고 읽어보려는 노력은 안하더라구요
패드기기라서 흥미로워하고 빠르게 푸는건좋은데
과연 이게 아이한테 도움이 될지 독이될지...
담당선생님의 정회원압박은 계속되고..
저혼자서만 이래저래 고민하게되네여..;;","5592673","초등 밀크티","2022","03","2022","03"
"초1.학원.학습지.공부전혀 안하는 아이있나요?","2022-03-29 15:26:00.000","792","초1여아예요.
아직까진 그림그리고 몸으로 노는걸 좋아해요.
태권도 학원도싫다 해서 안보내있구요.
초등1학년아이중
1.학원 한곳도 안단고 집에서 따로 공부안하는
아이 있나요?
2. 영어 안하고 노출도 안시켜주신 가정 있을까요?
3. 학원은 몇군데나 보내고 계실까요?
마냥 아기같다고해서
계속 놀게만 하면 안될것같아서요..ㅜㅡㅜ
바쁘시겠지만 조언 한마디씩 부탁드려봐요~","5592277","초등 밀크티","2022","03","2022","03"
"어떤게나을까요","2022-03-24 11:48:00.000","189","밀크t 올스마트 윙크
7세한글떼기랑 3학년영어 6학년수학정도하고싶어서요
3.6학년아이는 다른학원다니느라시간이없어 하루에20분도 힘들꺼같고
암튼 셋다 골고루했으면해서요
어떤게나을까요?
한명등록하면 다른학년도 다열리나요?","5585965","초등 밀크티","2022","03","2022","03"
"코딩 진짜 안하는애 없나요?","2022-03-22 15:27:00.000","938","우리 학교다닐때 컴퓨터 수업같은 느낌인가요?
그냥 기본적인거 알려주는?
뭐라도 알려줘야되는데
아는게 없어서
어떻게 해야되나 막막하네요!
코딩 가르치시는 맘님들
아이교육 직접 하시나요?아님 컴퓨터 학원 보내야되나요?","5583430","초등 밀크티","2022","03","2022","03"
"구몬이나 눈높이등 학습지 추천해주세요","2022-02-23 12:11:00.000","689","이번에 초등학교 1학년 되는 딸아이에요
수학 학습지를 시켜 볼까 하는데 어디가 좋을지..
추천 부탁드려요
여기는 신서동이에요","5728445","초등 밀크티","2022","02","2022","02"
"7세 학습지(패드ㅇ) 추천받아요","2022-02-22 12:11:00.000","505","아이3살때 이혼해서 아빠쪽에서키우다 2월말부터 7세 남아 제가 키우게되면서
초등학교갈 준비를 해야하는데 우선 교육쪽이 문제인것 같아요...
한글 읽는건 괜찮은데 쓰는게 그림그리듯 쓰네요
교원 빨간펜 키즈 하고 있다는데 동구쪽이라 해지하라고했고
밀크티, 홈런, 눈높이, 윙크, 웅진 등등... 많던데~
맘님들 추천부탁드려요~^^","5726871","초등 밀크티","2022","02","2022","02"
